    0.191853008702237062E+02    0.605648016141904666E+01    0.234855577618585073E+03
    0.125187638812893098E+02    0.129661448979862701E+02    0.234932904451469682E+03
    0.128350329662653824E+02    0.254296836225702663E+02    0.235042229111109890E+03
    0.326116311017956240E+00    0.253624934374387081E+02    0.235098723887494430E+03
    0.310285864397589428E+02    0.622903777673983949E+01    0.235380092583855202E+03
    0.184877875399312508E+02    0.642637603793546752E+01    0.235466992182329903E+03
    0.635205728057504437E+01    0.310377832932566804E+02    0.235637607426373307E+03
    0.187081774262762472E+02    0.663570913173514576E+01    0.235815656718107704E+03
    0.366228487642648093E+00    0.125979392218698703E+02    0.236255501610987920E+03
    0.123356888678331398E+02    0.128523023990546026E+02    0.236280163490034710E+03
    0.604635047214961840E+01    0.311428195564947536E+02    0.236490886236286343E+03
    0.311787173892416547E+02    0.191210069656166546E+02    0.236526420283309562E+03
    0.190617596351553686E+02    0.655563708966571657E+01    0.237050622705815414E+03
    0.104485827472893145E+00    0.122395773584822258E+02    0.237118167450149855E+03
    0.250529104156210352E+02    0.332617807711832081E+00    0.237151024115545482E+03
    0.185415333019838471E+02    0.614371844977420967E+01    0.237288108621264598E+03
    0.254299182656637797E+02    0.127274948210964141E+02    0.237292611145407818E+03
    0.187713797835131473E+02    0.185219340654517133E+02    0.237326771549502467E+03
    0.253558076829806360E+02    0.250457128703553134E+00    0.237384428907842988E+03
    0.187762997066510309E+02    0.660969171251396848E+01    0.237399348869422141E+03
    0.189753862135765594E+02    0.597413567293576353E+01    0.237434291462294766E+03
    0.187923677062443417E+02    0.191774011498672614E+02    0.237458780243954436E+03
    0.253954839685461060E+02    0.249297785654230424E+02    0.237495067750033456E+03
    0.596506726319022640E+01    0.189097132237377750E+02    0.237752628950631106E+03
    0.190835612087931459E+02    0.190718189822353352E+02    0.237794927429341158E+03
    0.126348691682930614E+02    0.311771680000848816E+00    0.237897892914333568E+03
    0.190947003618052449E+02    0.648541398767465171E+01    0.237950854643735028E+03
    0.252734815806400483E+02    0.254167062073615746E+02    0.237974474930009478E+03
    0.125621941316453505E+02    0.122518531454275603E+02    0.238042510075884508E+03
    0.311321381995523261E+02    0.614937668392667014E+01    0.238073176362077817E+03
    0.646308211358509155E+01    0.311600355414564767E+02    0.238105617206138305E+03
    0.201365754783378870E+00    0.253711507581329307E+02    0.238128996330221014E+03
    0.185774534314445638E+02    0.643547158578871681E+01    0.238134321729926000E+03
    0.128532374879673501E+02    0.252525425762214688E+02    0.238161171419808312E+03
    0.187455202663584650E+02    0.191404979913627855E+02    0.238218344059147228E+03
    0.311427384634859656E+02    0.642649895353155465E+01    0.238235796715179248E+03
    0.126880289294362640E+02    0.282866545759477506E+00    0.238252036970222662E+03
    0.248433581713278748E+02    0.250276220820161051E+02    0.238252038469979368E+03
    0.606027282287364066E+01    0.186393421170623874E+02    0.238302612848646959E+03
    0.187917370543760462E+02    0.191501638943855426E+02    0.238303287506971827E+03
    0.312580302364540792E+02    0.185876863995258397E+02    0.238319113713800249E+03
    0.128499738319555021E+02    0.252467501931731348E+02    0.238320236784072165E+03
    0.658799037186233605E+01    0.627117829817211359E+01    0.238334754615483632E+03
    0.311217367451998399E+02    0.187788713886591765E+02    0.238411298529076248E+03
    0.636276525936123605E+01    0.191412486025123023E+02    0.238418015296310500E+03
    0.291457160336387577E+00    0.250550810659130683E+02    0.238439722128185906E+03
    0.615720817066771708E+01    0.191218710476321085E+02    0.238489803121687970E+03
    0.298567196162745407E+00    0.251344663531872250E+02    0.238528671215806753E+03
    0.599322631027552966E+01    0.621291699665091457E+01    0.238536926187435739E+03
    0.649325861064946697E+01    0.312044668021873228E+02    0.238551730008539295E+03
    0.599252266955883872E+01    0.187855443932945683E+02    0.238558090014342241E+03
    0.190856703592344275E+02    0.186687224619820782E+02    0.238570750425016115E+03
    0.605070812136342706E+01    0.186645298300597915E+02    0.238579336027419771E+03
    0.618296307189353200E+01    0.185712322851771070E+02    0.238613250197757736E+03
    0.128606581323886218E+02    0.125378456997256631E+02    0.238614775066280401E+03
    0.190752376632574645E+02    0.647450884977100749E+01    0.238616344784227039E+03
    0.127172012026066668E+02    0.253849367272711355E+02    0.238673503745521117E+03
    0.248443221887931109E+02    0.126198589788301447E+02    0.238683697119544576E+03
    0.599092230148675142E+01    0.188251008890640819E+02    0.238684454759251935E+03
    0.647799682433938084E+01    0.186303669950468347E+02    0.238692823740937428E+03
    0.612492699721616329E+01    0.603641419566527748E+01    0.238694253751057715E+03
    0.130382060286800411E+00    0.248715587992155527E+02    0.238728838217380456E+03
    0.187455854975089373E+02    0.191218274136694255E+02    0.238740985247780628E+03
    0.191235018735602509E+02    0.187502941188328975E+02    0.238742833322106037E+03
    0.148010650155497407E-01    0.254232123541706834E+02    0.238755098040445233E+03
    0.126024319063728765E+02    0.288032200062850241E+00    0.238771863266021938E+03
    0.396837270667026731E-01    0.254196012067708352E+02    0.238791827908044667E+03
    0.127822271211144400E+02    0.193371670975894028E+00    0.238792394491451518E+03
    0.654512001269655119E+01    0.187321471995263842E+02    0.238868300903474307E+03
    0.251308716303019182E+02    0.248464170329607157E+02    0.238884756405647579E+03
    0.190927412539962589E+02    0.190009823118913133E+02    0.238886205556704141E+03
    0.600425371570198330E+01    0.189104193183832123E+02    0.238909735088769281E+03
    0.651230416312280624E+01    0.186802983731681138E+02    0.238932883624961960E+03
    0.250500419088355741E+02    0.128380138390060043E+02    0.238954337054104371E+03
    0.126462230730189145E+02    0.122939115390882421E+02    0.238955145660438461E+03
    0.600889200489662212E+01    0.313431633017719520E+02    0.238958769831886968E+03
    0.253702284400163869E+02    0.249784142660804633E+02    0.238978343622858290E+03
    0.640233799839750262E+01    0.185926937463808386E+02    0.238978718075626858E+03
    0.213743949353929319E+00    0.127514342284463318E+02    0.238993302394312252E+03
    0.124059628163592333E+02    0.253646617914385004E+02    0.239013325228611990E+03
    0.122922154381633320E+02    0.251976970549333714E+02    0.239015738604614370E+03
    0.601559994841796630E+01    0.636998392172759065E+01    0.239028832401201498E+03
    0.190929822836727858E+02    0.614324599131414661E+01    0.239046179168456007E+03
    0.187641118246639778E+02    0.655025516290772458E+01    0.239054099028242604E+03
    0.655999054705455453E+01    0.188055575360164120E+02    0.239056037780403301E+03
    0.190512669423910666E+02    0.190443311844272287E+02    0.239058462337866047E+03
    0.253584257462607958E+02    0.249665680549612929E+02    0.239061762963896740E+03
    0.125691027857272033E+02    0.254126127765010104E+02    0.239066452992817943E+03
    0.248782540750347287E+02    0.252492151967056024E+02    0.239070383401536077E+03
    0.249142389113244320E+02    0.249593675054109880E+02    0.239099004753361044E+03
    0.191010035126231266E+02    0.189693412057164146E+02    0.239108133364917848E+03
    0.610388465059987784E+01    0.190626364413512981E+02    0.239111544150801620E+03
    0.605628400064256045E+01    0.190105955207029531E+02    0.239117705873016320E+03
    0.249977189230449319E+02    0.243212969854213784E+00    0.239118351429828664E+03
    0.248552489517941098E+02    0.251313417577711498E+02    0.239132782551155486E+03
    0.127515196740516785E+02    0.123596256590046227E+02    0.239137890075627553E+03
    0.126303168960384617E+02    0.248631994654001680E+02    0.239147071604885042E+03
    0.248562845742681624E+02    0.251480165422135684E+02    0.239149910054106925E+03
    0.267807292495264193E+00    0.250629068696234185E+02    0.239154480350216090E+03
    0.249213682030634338E+02    0.253113389403374214E+02    0.239160041327483384E+03
    0.186919811883252827E+02    0.651006126070751723E+01    0.239173042618225566E+03
    0.127486830317449087E+02    0.253380327747604071E+02    0.239219401635140116E+03
    0.253164387973009539E+02    0.204008048808024672E+00    0.239220331567274059E+03
    0.189786317956803998E+02    0.604137980354457049E+01    0.239230184382155159E+03
    0.190800943058209675E+02    0.189973158441263585E+02    0.239238412051613096E+03
    0.253854709102495519E+02    0.124632350153510725E+02    0.239259922808029842E+03
    0.186364550771898223E+02    0.611280964019076567E+01    0.239266039241357475E+03
    0.253238859745267320E+02    0.193149807183484068E+00    0.239295970059016469E+03
    0.142730465779028259E+00    0.249019707225354701E+02    0.239305589034574950E+03
    0.125102667815252619E+02    0.128315829214229513E+02    0.239309066797435150E+03
    0.605000768406923939E+01    0.614740603850721801E+01    0.239346090526153006E+03
    0.122983527253437792E+02    0.125390880697284199E+02    0.239353605802406008E+03
    0.124346712797808223E+02    0.123312630972903108E+02    0.239355261198956640E+03
    0.619337675865733317E+01    0.185957910444802827E+02    0.239361315694727153E+03
    0.609051897000676234E+01    0.609535238419432446E+01    0.239367628803288682E+03
    0.108562049021647556E-01    0.122979828947792349E+02    0.239374766958035792E+03
    0.189532086542742064E+02    0.653079528280608113E+01    0.239382221928319495E+03
    0.653715472402593445E+01    0.619673280429465922E+01    0.239385481115284023E+03
    0.314152758155043834E+02    0.191177283701838086E+02    0.239386348656663813E+03
    0.253778514798865800E+02    0.126707202566553150E+02    0.239436404524858318E+03
    0.616421297927830647E+01    0.186116025439529800E+02    0.239446577981338379E+03
    0.629679102914719468E+01    0.185841831034910321E+02    0.239451696093623042E+03
    0.187265503495125394E+02    0.190852054370110338E+02    0.239452484032431926E+03
    0.604786590571635685E+01    0.189731650452764100E+02    0.239452839225603157E+03
    0.127817488573160709E+02    0.252867744714268916E+02    0.239480858930065068E+03
    0.610291970134360362E+01    0.608953059988305601E+01    0.239487147464799904E+03
    0.654255237430737235E+01    0.623306324793577016E+01    0.239493472214464873E+03
    0.174194584717953627E+00    0.253310711071102510E+02    0.239502976371780107E+03
    0.646281936236378218E+01    0.190428513440043190E+02    0.239505370810037164E+03
    0.251986719563333175E+02    0.128216578657681666E+02    0.239507173108320046E+03
    0.131440253805816420E+00    0.253605138571780273E+02    0.239527765331148998E+03
    0.230038167864277054E+00    0.126926910526318260E+02    0.239541646702768560E+03
    0.250286999209475525E+02    0.128069314218359409E+02    0.239549737827322389E+03
    0.249318883017221538E+02    0.168203501970367153E+00    0.239554865308906017E+03
    0.185896748590246403E+02    0.188200369990989778E+02    0.239561576410284687E+03
    0.253830830115541772E+02    0.126422169268381435E+02    0.239562126919651035E+03
    0.646180002564607570E+01    0.190400375645468820E+02    0.239577284253275735E+03
    0.643083424844253315E+01    0.190644370998224915E+02    0.239587254327471669E+03
    0.123177831750910638E+02    0.250549013421315152E+02    0.239590579941493246E+03
    0.186914610042242266E+02    0.190566246719615791E+02    0.239592649561872577E+03
