    0.251228302747216148E+02    0.188149016626897776E+02    0.100081220103592261E+01   -0.690775511231546968E+01    1
    0.187397306119709306E+02    0.124131684027464058E+02    0.102237425251994418E+01   -0.690875511231548245E+01    1
    0.123824213757236006E+02    0.191204993977763706E+02    0.106855738361153341E+01   -0.690975511231547301E+01    1
    0.124077118353441858E+02    0.185521587668506847E+02    0.107275694827465529E+01   -0.691075511231547601E+01    1
    0.250078959402738228E+02    0.310598546160732312E+02    0.109181467094563178E+01   -0.691175511231546658E+01    1
    0.190367165579419400E+02    0.247716288187998579E+02    0.110711685584637132E+01   -0.691275511231547579E+01    1
    0.184282250285130260E+02    0.251952524438527981E+02    0.111814582761115466E+01   -0.691375511231547435E+01    1
    0.251114621138777991E+02    0.583801030067653226E+01    0.112989508851115983E+01   -0.691475511231548357E+01    1
    0.227619754190691997E+00    0.584550044124237989E+01    0.116020656419296464E+01   -0.691575511231552209E+01    1
    0.580338525337575906E+01    0.253179297111105370E+02    0.117511352084843201E+01   -0.691675511231554463E+01    1
    0.658262764474916473E+01    0.420406609679908561E+00    0.117598509781223526E+01   -0.691775511231549967E+01    1
    0.669559956236870679E+01    0.248010744338993483E+02    0.118547148603637598E+01   -0.691875511231549378E+01    1
    0.190768637113748838E+02    0.130738119084001774E+02    0.120650850313492497E+01   -0.691975511231551454E+01    1
    0.183827317872512062E+02    0.320793357759556419E+00    0.121434455344992798E+01   -0.692075511231548113E+01    1
    0.183196086276325225E+02    0.128037904684662198E+02    0.122658645021761981E+01   -0.692175511231547080E+01    1
    0.193645843534659399E+02    0.122816958379292185E+02    0.123284370091185691E+01   -0.692275511231549334E+01    1
    0.193534128088119779E+02    0.311458770079368508E+00    0.123599447023763376E+01   -0.692375511231548746E+01    1
    0.631353498224537368E+01    0.257469481099060289E+02    0.125753144318628474E+01   -0.692475511231548957E+01    1
    0.257498730097969926E+02    0.189004334503463376E+02    0.126138982221862883E+01   -0.692575511231552365E+01    1
    0.309486765871192091E+02    0.130052808672929512E+02    0.127931498847024239E+01   -0.692675511231553909E+01    1
    0.512767532997378428E+00    0.310065023448226960E+02    0.129390949157272495E+01   -0.692775511231552343E+01    1
    0.191559146549068409E+02    0.245391591985927811E+02    0.130644738893287071E+01   -0.692875511231550334E+01    1
    0.585184646283679477E+01    0.256648973650774472E+02    0.132278037849405594E+01   -0.692975511231548769E+01    1
    0.246256291263552107E+02    0.309457535597633893E+02    0.132941047161233650E+01   -0.693075511231546315E+01    1
    0.677582645796950356E+01    0.130534949021153146E+02    0.133071735379161238E+01   -0.693175511231550789E+01    1
    0.195629513636767101E+02    0.124450558036703605E+02    0.136795444027596624E+01   -0.693275511231550912E+01    1
    0.195029384849279985E+02    0.254700600836083311E+02    0.137865985771568789E+01   -0.693375511231550057E+01    1
    0.126809334378349003E+02    0.306803928597965303E+02    0.139208295757617018E+01   -0.693475511231554709E+01    1
    0.703091068508001804E+01    0.172327536533603110E+00    0.141921160742763308E+01   -0.693575511231551811E+01    1
    0.124678557915528021E+02    0.306475223779233055E+02    0.142914184868547878E+01   -0.693675511231548558E+01    1
    0.677844613463240875E+00    0.669055120762732525E+01    0.144488317724692106E+01   -0.693775511231549125E+01    1
    0.132248468478402152E+02    0.579953532112491299E+01    0.147782105483089476E+01   -0.693875511231549424E+01    1
    0.306591395859409381E+02    0.129790297971447970E+02    0.154180803864716931E+01   -0.693975511231547948E+01    1
    0.566208749667132150E+01    0.131729682617460124E+02    0.154778060001719742E+01   -0.694075511231545761E+01    1
    0.193858788230946431E+02    0.703747392075084188E+00    0.157295888315331167E+01   -0.694175511231546682E+01    1
    0.707098855471272802E+01    0.129898811382895687E+02    0.159016931843489950E+01   -0.694275511231551334E+01    1
    0.260215404081202948E+02    0.623237181907384574E+01    0.159172913941437844E+01   -0.694375511231550835E+01    1
    0.179757681073518540E+02    0.123808390835290645E+02    0.159465430452442547E+01   -0.694475511231550335E+01    1
    0.628312875661831427E+01    0.899657636180259290E+00    0.160669563371986124E+01   -0.694575511231551523E+01    1
    0.246568349244876721E+02    0.180459694498052627E+02    0.165171740835805037E+01   -0.694675511231552090E+01    1
    0.184915541669972683E+02    0.863895960048618683E+00    0.165759801366521642E+01   -0.694775511231551945E+01    1
    0.641108282790469275E+01    0.135026748867789266E+02    0.168066381729523995E+01   -0.694875511231547005E+01    1
    0.245762485021397161E+02    0.196389744178849242E+02    0.170332059628994603E+01   -0.694975511231546506E+01    1
    0.475026587221212548E+00    0.713855336768695903E+01    0.172812303418986146E+01   -0.695075511231549914E+01    1
